"pattern","freq","best_archetype_within_K","best_dist_within_K","best_sim_jaccard_within_K"
"pattern_44",2637,"Influencer",3,0.666666666666667
"pattern_47",2113,"Homo.Economicus",5,0
"pattern_57",2037,"Homo.Economicus",4,0.25
"pattern_42",2023,"Homo.Economicus",7,0.125
"pattern_63",1963,"Uninterested",6,0.166666666666667
"pattern_45",1733,"Uninterested",6,0.25
"pattern_49",1629,"Homo.Economicus",3,0.25
"pattern_43",1462,"Homo.Economicus",4,0
"pattern_52",1272,"Influencer",3,1
"pattern_46",1214,"Influencer",4,0.5
"pattern_65",1091,"Homo.Economicus",3,0
"pattern_26",886,"Influencer",6,0.25
"pattern_56",805,"Homo.Economicus",6,0
"pattern_60",704,"Uninterested",6,0.2
"pattern_50",684,"Uninterested",7,0.2
"pattern_70",657,"Homo.Economicus",5,0.2
"pattern_71",630,"Homo.Economicus",6,0
"pattern_37",605,"Homo.Economicus",4,0
"pattern_81",553,"Influencer",6,0.166666666666667
"pattern_77",415,"Influencer",4,0.25
"pattern_78",410,"Uninterested",7,0.166666666666667
"pattern_74",401,"Homo.Economicus",5,0
"pattern_69",375,"Influencer",6,0.2
"pattern_67",334,"Homo.Economicus",4,0.2
"pattern_75",327,"Homo.Economicus",6,0.142857142857143
"pattern_103",318,"Homo.Economicus",6,0.142857142857143
"pattern_88",283,"Homo.Economicus",4,0
"pattern_59",207,"Uninterested",5,0.2
"pattern_62",197,"Homo.Economicus",5,0
"pattern_93",195,"Uninterested",4,0.333333333333333
"pattern_54",182,"Uninterested",5,0.25
"pattern_41",159,"Homo.Economicus",5,0
"pattern_55",159,"Influencer",4,0.5
"pattern_73",146,"Influencer",4,0.666666666666667
"pattern_76",140,"Influencer",5,0.4
"pattern_111",137,"Influencer",4,0.666666666666667
"pattern_80",111,"Careful",5,0.285714285714286
"pattern_82",108,"Homo.Economicus",3,0.333333333333333
"pattern_91",106,"Homo.Economicus",6,0
"pattern_86",105,"Uninterested",6,0.2
"pattern_61",102,"Homo.Economicus",5,0.166666666666667
"pattern_98",97,"Homo.Economicus",5,0.166666666666667
"pattern_106",93,"Influencer",6,0.333333333333333
"pattern_85",91,"Homo.Economicus",4,0
"pattern_66",87,"Homo.Economicus",7,0
"pattern_79",74,"Influencer",5,0.2
"pattern_89",72,"Homo.Economicus",3,0
"pattern_99",72,"Uninterested",5,0.25
"pattern_100",68,"Homo.Economicus",4,0.2
"pattern_68",61,"Homo.Economicus",4,0
"pattern_72",56,"Uninterested",5,0.333333333333333
"pattern_94",50,"Influencer",5,0.25
"pattern_110",48,"Influencer",5,0.333333333333333
"pattern_129",44,"Influencer",4,0.333333333333333
"pattern_96",35,"Influencer",5,0.4
"pattern_107",32,"Influencer",5,0.2
"pattern_116",32,"Influencer",6,0.166666666666667
"pattern_90",30,"Homo.Economicus",4,0
"pattern_123",28,"Influencer",5,0.5
"pattern_126",28,"Homo.Economicus",5,0
"pattern_133",28,"Homo.Economicus",5,0
"pattern_142",27,"Uninterested",7,0.142857142857143
"pattern_108",26,"Uninterested",6,0.166666666666667
"pattern_115",26,"Homo.Economicus",6,0.166666666666667
"pattern_97",24,"Homo.Economicus",4,0
"pattern_117",22,"Homo.Economicus",6,0
"pattern_84",21,"Homo.Economicus",4,0.25
"pattern_135",21,"Uninterested",5,0.2
"pattern_125",19,"Uninterested",5,0.333333333333333
"pattern_153",19,"Uninterested",4,0.5
"pattern_119",17,"Uninterested",5,0.25
"pattern_134",16,"Homo.Economicus",6,0
"pattern_154",16,"Homo.Economicus",5,0
"pattern_104",15,"Homo.Economicus",5,0
"pattern_137",15,"Homo.Economicus",4,0.25
"pattern_157",15,"Uninterested",7,0.125
"pattern_163",13,"Homo.Economicus",6,0.142857142857143
"pattern_114",12,"Uninterested",5,0.25
"pattern_130",12,"Homo.Economicus",6,0.2
"pattern_139",10,"Uninterested",5,0.2
"pattern_169",10,"Homo.Economicus",6,0
"pattern_64",9,"Influencer",5,0.4
"pattern_121",9,"Uninterested",4,0.333333333333333
"pattern_141",9,"Influencer",5,0.5
"pattern_95",8,"Homo.Economicus",6,0
"pattern_105",8,"Homo.Economicus",5,0
"pattern_112",7,"Uninterested",6,0.2
"pattern_118",7,"Influencer",6,0.333333333333333
"pattern_140",7,"Homo.Economicus",5,0.2
"pattern_150",7,"Homo.Economicus",5,0
"pattern_156",7,"Homo.Economicus",5,0.25
"pattern_158",7,"Homo.Economicus",5,0
"pattern_159",7,"Homo.Economicus",5,0.2
"pattern_160",7,"Uninterested",5,0.333333333333333
"pattern_113",6,"Homo.Economicus",3,0.333333333333333
"pattern_127",6,"Influencer",4,0.666666666666667
"pattern_148",6,"Influencer",4,0.5
"pattern_149",6,"Uninterested",7,0.166666666666667
"pattern_164",6,"Homo.Economicus",5,0
"pattern_172",6,"Influencer",6,0.25
"pattern_131",5,"Influencer",5,0.333333333333333
"pattern_132",5,"Homo.Economicus",6,0
"pattern_143",5,"Uninterested",6,0.2
"pattern_177",5,"Homo.Economicus",4,0
"pattern_83",4,"Influencer",5,0.4
"pattern_92",4,"Homo.Economicus",5,0
"pattern_101",4,"Uninterested",5,0.25
"pattern_109",4,"Homo.Economicus",4,0.333333333333333
"pattern_145",4,"Homo.Economicus",6,0.166666666666667
"pattern_146",4,"Homo.Economicus",6,0
"pattern_161",4,"Uninterested",5,0.25
"pattern_170",4,"Homo.Economicus",5,0.166666666666667
"pattern_178",4,"Uninterested",6,0.166666666666667
"pattern_183",4,"Uninterested",6,0.142857142857143
"pattern_87",3,"Homo.Economicus",4,0.25
"pattern_120",3,"Homo.Economicus",5,0
"pattern_144",3,"Homo.Economicus",4,0
"pattern_180",3,"Homo.Economicus",3,0.5
"pattern_188",3,"Homo.Economicus",5,0
"pattern_197",3,"Homo.Economicus",5,0
"pattern_124",2,"Homo.Economicus",5,0.166666666666667
"pattern_147",2,"Influencer",4,0.5
"pattern_152",2,"Homo.Economicus",5,0.25
"pattern_162",2,"Homo.Economicus",4,0
"pattern_165",2,"Homo.Economicus",6,0
"pattern_168",2,"Homo.Economicus",3,0.5
"pattern_175",2,"Influencer",5,0.285714285714286
"pattern_176",2,"Uninterested",5,0.2
"pattern_179",2,"Homo.Economicus",5,0.2
"pattern_181",2,"Influencer",6,0.285714285714286
"pattern_184",2,"Homo.Economicus",6,0
"pattern_186",2,"Homo.Economicus",2,0.5
"pattern_187",2,"Homo.Economicus",7,0
"pattern_191",2,"Homo.Economicus",7,0.142857142857143
"pattern_195",2,"Homo.Economicus",6,0.142857142857143
"pattern_205",2,"Homo.Economicus",4,0
"pattern_206",2,"Influencer",4,0.4
"pattern_207",2,"Influencer",5,0.333333333333333
"pattern_58",1,"Uninterested",6,0.25
"pattern_102",1,"Homo.Economicus",4,0.25
"pattern_122",1,"Homo.Economicus",5,0
"pattern_128",1,"Homo.Economicus",4,0.25
"pattern_136",1,"Homo.Economicus",4,0
"pattern_138",1,"Homo.Economicus",5,0.2
"pattern_151",1,"Homo.Economicus",6,0.166666666666667
"pattern_155",1,"Homo.Economicus",6,0.166666666666667
"pattern_166",1,"Homo.Economicus",4,0
"pattern_167",1,"Homo.Economicus",5,0.25
"pattern_171",1,"Influencer",4,0.5
"pattern_173",1,"Homo.Economicus",4,0.25
"pattern_174",1,"Homo.Economicus",3,0.333333333333333
"pattern_182",1,"Homo.Economicus",5,0.2
"pattern_185",1,"Homo.Economicus",6,0.166666666666667
"pattern_189",1,"Uninterested",6,0.2
"pattern_190",1,"Uninterested",6,0.166666666666667
"pattern_192",1,"Influencer",4,0.4
"pattern_193",1,"Homo.Economicus",4,0.333333333333333
"pattern_194",1,"Homo.Economicus",5,0
"pattern_196",1,"Influencer",5,0.333333333333333
"pattern_198",1,"Uninterested",4,0.25
"pattern_199",1,"Homo.Economicus",4,0.2
"pattern_200",1,"Homo.Economicus",4,0
"pattern_201",1,"Influencer",5,0.333333333333333
"pattern_202",1,"Homo.Economicus",5,0
"pattern_203",1,"Homo.Economicus",4,0.25
"pattern_204",1,"Influencer",5,0.4
"pattern_208",1,"Uninterested",6,0.166666666666667
