"D","n_patterns_covered","freq_covered","pct_covered"
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,5,39,0.004875
5,33,7125,0.890625
6,122,31467,3.933375
7,349,185468,23.1835
8,893,268243,33.530375
9,1839,335157,41.894625
10,3450,385145,48.143125
11,5388,428359,53.544875
12,8150,479489,59.936125
13,10440,501862,62.73275
14,14129,538603,67.325375
15,15949,549263,68.657875
16,21576,594328,74.291
17,22514,602544,75.318
18,28625,759388,94.9235
19,28768,759880,94.985
20,31712,797401,99.675125
