"cluster","n_active_dets","active_determinants"
"cluster_1",15,"CREDIT SCORE; RISK PROFILE; LEGAL; TRUST; SAFETY; COST-EFFICIENCY; KNOWLEDGE; OWN COMPETENCE; TECHNICAL FIT; ENVIRONMENTAL CONCERNS; SELF-SATISFACTION; COMMITMENT; ADHERENCE; WELLBEING; RIGHTS AND DUTIES"
"cluster_2",15,"PROFITS; RISK PROFILE; CLIMATE PROTECTION; TRUST; KNOWLEDGE; OWN COMPETENCE; COMMITMENT; ADHERENCE; AUTARKY; COZINESS; SOCIALISING; AGREEMENT; NOVELTY; AUTHORITY; APPROVAL"
"cluster_3",6,"PEER-PRESSURE; SOCIALISING; AGREEMENT; RECOGNITION; TRENDS; OWN SIGNIFICANCE"
"cluster_4",15,"PROFITS; CREDIT SCORE; RISK PROFILE; ADDED VALUE; FRUGALITY; LEGAL; ENVIRONMENTAL CONCERNS; COMMITMENT; ADHERENCE; RIGHTS AND DUTIES; SUPPORT; SOCIALISING; AGREEMENT; FUN; APPROVAL"
"cluster_5",15,"PROFITS; RISK PROFILE; ADDED VALUE; CLIMATE PROTECTION; SAFETY; KNOWLEDGE; OWN COMPETENCE; PEER-PRESSURE; SUPPORT; AGREEMENT; NOVELTY; FUN; RECOGNITION; TRENDS; AUTHORITY"
"cluster_6",15,"PROFITS; CREDIT SCORE; RISK PROFILE; FRUGALITY; CLIMATE PROTECTION; TRUST; COST-EFFICIENCY; KNOWLEDGE; ENVIRONMENTAL CONCERNS; SELF-SATISFACTION; AUTARKY; WELLBEING; PEER-PRESSURE; SUPPORT; APPROVAL"
"cluster_7",15,"PROFITS; CREDIT SCORE; ADDED VALUE; FRUGALITY; CLIMATE PROTECTION; LEGAL; SAFETY; OWN COMPETENCE; SELF-SATISFACTION; COMMITMENT; AUTARKY; WELLBEING; COZINESS; FUN; TRENDS"
