"cluster","Early.Adopter","Uninterested","Homo.Economicus","Fearful","Stubborn","Influencer","Careful","Activist"
"cluster_1",0,0,0,0,0,0,0,0
"cluster_2",50,16.6666666666667,0,0,0,20,0,0
"cluster_3",25,20,0,0,0,0,0,0
"cluster_4",40,33.3333333333333,40,40,66.6666666666667,16.6666666666667,60,50
"cluster_5",33.3333333333333,50,60,60,50,14.2857142857143,80,75
"cluster_6",60,50,33.3333333333333,33.3333333333333,50,14.2857142857143,50,40
